Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Jorne Spileers,BEL,DF,Club Brugge,19,9,5,503,5.6,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,2.0,2.0,1.0,50.0,0.36,0.18,0.5,1.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0
Alexandre Stanic,BEL,FW,Antwerp,19,2,0,14,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,50.0,3.33,1.67,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Stassin,BEL,FW,Westerlo,19,5,5,404,4.5,2,3,5,2,0,0,1,0,0.45,0.67,1.11,0.45,1.11,18.0,15.0,6.0,40.0,3.34,1.34,0.13,0.33,0.0,5.0,7.0,0.0,2.0,1.0,2.0,0.0
Jarne Steuckers,BEL,FW,Genk,22,30,30,2538,28.2,8,6,14,3,5,6,1,0,0.28,0.21,0.5,0.11,0.32,11.0,56.0,26.0,46.4,1.63,0.76,0.05,0.12,0.0,12.0,18.0,5.0,236.0,12.0,12.0,0.0
Nikola Storm,BEL,"MF,FW",Mechelen,29,22,18,1399,15.5,4,3,7,4,0,0,2,0,0.26,0.19,0.45,0.26,0.45,2.0,70.0,32.0,45.7,3.14,1.44,0.1,0.22,0.0,7.0,14.0,4.0,70.0,8.0,10.0,0.0
Mario Stroeykens,BEL,MF,Anderlecht,19,23,19,1525,16.9,3,4,7,3,0,0,1,0,0.18,0.24,0.41,0.18,0.41,12.0,32.0,12.0,37.5,1.62,0.61,0.13,0.33,0.0,19.0,30.0,3.0,16.0,13.0,25.0,0.0
Nikola Stulic,SRB,FW,Charleroi,22,18,16,1439,16.0,9,0,9,9,0,0,2,0,0.56,0.0,0.56,0.56,0.56,4.0,76.0,32.0,42.1,2.99,1.26,0.21,0.5,0.0,30.0,26.0,15.0,4.0,7.0,13.0,0.0
Franck Surdez,SUI,"MF,FW",Gent,22,23,14,1220,13.6,2,5,7,2,0,0,2,0,0.15,0.37,0.52,0.15,0.52,2.0,29.0,11.0,37.9,2.14,0.81,0.07,0.18,0.0,18.0,20.0,1.0,38.0,5.0,17.0,0.0
Bosko Sutalo,CRO,DF,Standard Liège,24,21,19,1636,18.2,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,2.5,8.0,4.0,50.0,0.37,0.19,0.13,0.25,0.0,34.0,8.0,1.0,9.0,63.0,38.0,0.0
Serhiy Sydorchuk,UKR,MF,Westerlo,33,11,3,317,3.5,0,1,1,0,0,0,3,0,0.0,0.28,0.28,0.0,0.28,0.5,7.0,2.0,28.6,1.3,0.37,0.29,1.0,0.0,10.0,3.0,0.0,4.0,7.0,7.0,0.0
Ross Sykes,ENG,DF,Union SG,25,15,12,1018,11.3,2,1,3,2,0,0,4,0,0.18,0.09,0.27,0.18,0.27,2.2,19.0,6.0,31.6,1.45,0.46,0.11,0.33,0.0,14.0,3.0,2.0,6.0,28.0,17.0,0.0
Dembo Sylla,GUI,DF,Dender,21,13,7,672,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,2.0,40.0,0.44,0.18,0.0,0.0,0.0,13.0,10.0,0.0,18.0,11.0,14.0,0.0
Youssuf Sylla,BEL,FW,Charleroi,21,13,3,392,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,12.0,2.0,16.7,2.76,0.46,0.0,0.0,0.0,12.0,9.0,0.0,2.0,1.0,1.0,0.0
Attila Szalai,HUN,DF,Standard Liège,26,4,3,244,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,10.0,5.0,0.0
Tomoki Takamine,JPN,MF,Kortrijk,26,19,11,979,10.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.65,8.0,1.0,12.5,0.74,0.09,0.0,0.0,0.0,31.0,15.0,0.0,3.0,9.0,10.0,0.0
Chemsdine Talbi,MAR,"FW,MF",Club Brugge,19,21,10,952,10.6,5,3,8,5,0,0,1,0,0.47,0.28,0.76,0.47,0.76,8.0,34.0,13.0,38.2,2.52,0.96,0.15,0.38,0.0,4.0,8.0,3.0,65.0,8.0,14.0,0.0
Shogo Taniguchi,JPN,DF,Sint-Truiden,33,13,12,948,10.5,1,0,1,1,0,0,1,1,0.09,0.0,0.09,0.09,0.09,1.0,5.0,1.0,20.0,0.47,0.09,0.2,1.0,0.0,5.0,3.0,0.0,0.0,14.0,10.0,0.0
Henok Teklab,GER,"DF,FW",Union SG,25,5,3,248,2.8,0,1,1,0,0,0,0,0,0.0,0.36,0.36,0.0,0.36,0.8,4.0,1.0,25.0,1.38,0.34,0.0,0.0,0.0,2.0,1.0,1.0,7.0,5.0,4.0,0.0
Casper Terho,FIN,"DF,FW",Union SG,21,9,4,436,4.8,0,1,1,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,1.8,8.0,1.0,12.5,1.65,0.21,0.0,0.0,0.0,3.0,7.0,1.0,26.0,6.0,4.0,0.0
Jean Thierry Lazare,CIV,MF,Union SG,26,19,10,933,10.4,1,0,1,1,0,0,3,0,0.0961538461538461,0.0,0.0961538461538461,0.0961538461538461,0.0961538461538461,3.0,19.0,6.0,31.58,1.09,0.34,0.11,0.33,0.0,28.0,35.0,2.0,30.0,7.0,24.0,0.0
Yassine Titraoui,ALG,MF,Charleroi,21,22,16,1487,16.5,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,5.0,47.0,12.0,25.5,2.01,0.51,0.04,0.17,0.0,33.0,32.0,0.0,23.0,34.0,38.0,1.0
Jordan Torunarigha,GER,DF,Gent,26,23,22,1853,20.6,0,1,1,0,0,0,8,1,0.0,0.05,0.05,0.0,0.05,4.0,5.0,1.0,20.0,0.19,0.04,0.0,0.0,1.0,22.0,15.0,1.0,5.0,41.0,26.0,0.0
Ahmed Touba,ALG,DF,Mechelen,26,23,22,1996,22.2,2,0,2,2,0,0,6,0,0.09,0.0,0.09,0.09,0.09,2.5,11.0,4.0,36.4,0.46,0.17,0.18,0.5,0.0,18.0,10.0,3.0,6.0,38.0,29.0,2.0
Mamadou Traore,MLI,DF,Union SG,22,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Tshimanga,BEL,DF,Beerschot,35,14,11,1033,11.5,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.1,2.0,1.0,50.0,0.15,0.08,0.5,1.0,0.0,10.0,6.0,0.0,5.0,15.0,16.0,0.0
Antef Tsoungui,BEL,DF,OH Leuven,21,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
Ryotaro Tsunoda,JPN,DF,Kortrijk,25,6,5,454,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,3.0,60.0,0.45,0.27,0.0,0.0,0.0,7.0,18.0,0.0,1.0,22.0,15.0,0.0
Christos Tzolis,GRE,"FW,MF",Club Brugge,22,28,25,2048,22.8,8,5,13,7,1,1,4,1,0.35,0.22,0.57,0.31,0.53,25.0,125.0,52.0,41.6,3.9,1.62,0.1,0.25,1.0,21.0,47.0,13.0,111.0,18.0,16.0,0.0
Victor Udoh,NGA,"FW,DF",Antwerp,19,12,0,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,4.0,1.0,25.0,4.09,1.02,0.0,0.0,0.0,4.0,4.0,2.0,5.0,1.0,1.0,0.0
Edgaras Utkus,LTU,DF,Cercle Brugge,24,18,11,976,10.8,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,1.8,21.0,4.0,19.0,1.46,0.28,0.0,0.0,0.0,20.0,11.0,1.0,2.0,22.0,21.0,0.0
Anthony Valencia,ECU,"FW,DF",Antwerp,21,26,8,889,9.9,2,2,4,2,0,0,3,0,0.2,0.2,0.4,0.2,0.4,1.2,22.0,7.0,31.8,2.23,0.71,0.09,0.29,0.0,14.0,13.0,1.0,22.0,9.0,17.0,0.0
Jules Van Cleemput,BEL,DF,Mechelen,27,10,4,315,3.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.86,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,10.0,3.0,0.0
Hendrik Van Crombrugge,BEL,GK,Genk,31,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Zeno Van den Bosch,BEL,DF,Antwerp,21,30,30,2699,30.0,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,10.0,10.0,4.0,40.0,0.25,0.1,0.1,0.25,0.0,39.0,11.0,1.0,2.0,49.0,41.0,1.0
Thomas Van den Keybus,BEL,MF,Westerlo,23,18,7,694,7.7,0,1,1,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,0.8,22.0,6.0,27.3,1.4,0.38,0.09,0.33,0.0,24.0,17.0,3.0,65.0,12.0,17.0,0.0
Hannes Van der Bruggen,BEL,MF,Cercle Brugge,31,27,25,1997,22.2,1,1,2,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,0.6,28.0,9.0,32.1,1.0,0.32,0.04,0.11,0.0,33.0,24.0,0.0,25.0,39.0,48.0,0.0
Rein Van Helden,BEL,DF,Sint-Truiden,22,27,26,2340,26.0,1,1,2,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,2.5,13.0,4.0,30.8,0.42,0.13,0.08,0.25,1.0,39.0,21.0,0.0,11.0,41.0,41.0,0.0
Koen Van Langendonck,BEL,GK,Westerlo,35,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Jasper Van Oudenhove,BEL,"MF,DF",Dender,25,7,1,153,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,50.0,0.84,0.42,0.0,0.0,0.0,4.0,4.0,1.0,7.0,3.0,4.0,0.0
Hans Vanaken,BEL,MF,Club Brugge,31,29,29,2583,28.7,9,10,19,9,0,0,3,0,0.31,0.35,0.66,0.31,0.66,7.0,55.0,32.0,58.2,1.44,0.84,0.18,0.31,0.0,26.0,34.0,1.0,24.0,15.0,28.0,0.0
Zalan Vancsa,HUN,MF,Gent,19,2,1,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
Tom Vandenberghe,BEL,GK,Kortrijk,31,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
Gerard Vandeplas,BEL,"MF,FW",Antwerp,18,5,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Zinho Vanheusden,BEL,DF,Mechelen,25,2,2,158,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,50.0,1.14,0.57,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
Charles Vanhoutte,BEL,MF,Union SG,25,24,23,2029,22.5,1,3,4,1,0,0,2,1,0.04,0.13,0.18,0.04,0.18,6.0,19.0,5.0,26.3,0.64,0.17,0.05,0.2,0.0,31.0,31.0,1.0,131.0,42.0,45.0,0.0
Keano Vanrafelghem,BEL,"MF,FW",Mechelen,20,5,1,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,7.0,3.0,42.9,2.02,0.87,0.14,0.33,0.0,4.0,8.0,0.0,11.0,0.0,4.0,0.0
Robert-Jan Vanwesemael,BEL,"MF,DF",Sint-Truiden,22,29,16,1399,15.5,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,1.0,8.0,3.0,37.5,0.45,0.17,0.13,0.33,0.0,25.0,7.0,2.0,43.0,19.0,24.0,0.0
Dante Vanzeir,BEL,FW,Gent,26,8,7,604,6.7,4,1,5,2,2,2,0,0,0.6,0.15,0.75,0.3,0.45,5.0,39.0,15.0,38.5,2.65,1.02,0.08,0.2,0.0,3.0,8.0,7.0,27.0,4.0,6.0,0.0
Helio Varela,CPV,"FW,MF",Gent,22,10,0,146,1.6,0,1,1,0,0,0,2,0,0.0,0.62,0.62,0.0,0.62,1.2,1.0,1.0,100.0,0.62,0.62,0.0,0.0,0.0,2.0,7.0,2.0,7.0,1.0,1.0,0.0
Oscar Vargas,BEL,DF,Beerschot,18,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Vazquez,ARG,"FW,MF",Anderlecht,23,28,6,928,10.3,4,1,5,4,0,0,2,0,0.39,0.1,0.48,0.39,0.48,2.5,36.0,15.0,41.7,2.72,1.13,0.11,0.27,0.0,17.0,13.0,8.0,3.0,0.0,11.0,0.0
Thibaud Verlinden,BEL,"MF,FW",Beerschot,25,26,26,2101,23.3,2,6,8,2,0,0,3,1,0.0858369098712446,0.2575107296137339,0.3433476394849786,0.0858369098712446,0.3433476394849786,1.7,68.0,27.0,39.71,2.38,0.94,0.04,0.11,0.0,26.0,26.0,5.0,184.0,8.0,20.0,0.0
Romeo Vermant,BEL,FW,Club Brugge,20,19,7,659,7.3,3,2,5,3,0,0,2,0,0.41,0.27,0.68,0.41,0.68,6.0,39.0,24.0,61.5,3.3,2.03,0.23,0.38,0.0,19.0,32.0,8.0,7.0,4.0,11.0,0.0
Michael Verrips,NED,GK,Dender,27,27,27,2336,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0
Yari Verschaeren,BEL,"MF,FW",Anderlecht,23,25,17,1508,16.8,3,4,7,3,0,0,1,0,0.18,0.24,0.42,0.18,0.42,5.0,34.0,11.0,32.4,1.46,0.47,0.12,0.36,0.0,7.0,45.0,3.0,76.0,19.0,34.0,0.0
Birger Verstraete,BEL,MF,OH Leuven,30,26,24,2142,23.8,0,3,3,0,0,0,9,0,0.0,0.13,0.13,0.0,0.13,1.8,17.0,2.0,11.8,0.54,0.06,0.0,0.0,0.0,47.0,43.0,1.0,55.0,67.0,40.0,0.0
Andreas Verstraeten,BEL,MF,Antwerp,18,10,4,457,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,7.0,10.0,0.0
Jan Vertonghen,BEL,DF,Anderlecht,37,4,3,274,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,0.0
Hugo Vetlesen,NOR,"MF,FW",Club Brugge,24,23,14,1162,12.9,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,4.0,32.0,9.0,28.1,1.92,0.54,0.06,0.22,0.0,20.0,17.0,1.0,25.0,14.0,16.0,0.0
Malcolm Viltard,FRA,"MF,DF",Dender,21,23,11,1078,12.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.75,16.0,3.0,18.8,0.79,0.15,0.0,0.0,0.0,22.0,29.0,0.0,32.0,37.0,28.0,0.0
Thibault Vlietinck,BEL,DF,OH Leuven,26,23,15,1270,14.1,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.6,8.0,3.0,37.5,0.42,0.16,0.13,0.33,0.0,13.0,27.0,1.0,61.0,13.0,16.0,0.0
Luka Vuskovic,CRO,DF,Westerlo,17,28,28,2474,27.5,7,1,8,7,0,0,6,1,0.25,0.04,0.29,0.25,0.29,12.0,47.0,18.0,38.3,1.43,0.55,0.15,0.39,0.0,23.0,24.0,0.0,5.0,36.0,19.0,1.0
Sandy Walsh,IDN,DF,Mechelen,29,6,2,199,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0
Warleson,BRA,GK,Cercle Brugge,27,10,9,817,9.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Tsuyoshi Watanabe,JPN,DF,Gent,27,27,27,2422,26.9,2,2,4,2,0,0,3,0,0.07,0.07,0.15,0.07,0.15,9.0,31.0,8.0,25.8,0.91,0.24,0.06,0.25,0.0,23.0,15.0,0.0,2.0,38.0,27.0,0.0
Stephen Welsh,SCO,DF,Mechelen,24,7,5,405,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,25.0,0.55,0.14,0.13,0.5,0.0,7.0,8.0,1.0,3.0,16.0,12.0,0.0
Marco Weymans,BDI,"DF,MF",Beerschot,27,21,5,866,9.6,1,1,2,1,0,0,4,0,0.1,0.1,0.21,0.1,0.21,0.3,7.0,2.0,28.6,0.57,0.16,0.14,0.5,0.0,18.0,12.0,0.0,20.0,16.0,22.0,0.0
D'Margio Wright-Phillips,GRN,"FW,MF",Beerschot,22,10,0,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0
Rihito Yamamoto,JPN,MF,Sint-Truiden,22,18,11,948,10.5,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,0.9,8.0,1.0,12.5,0.69,0.09,0.0,0.0,1.0,18.0,16.0,0.0,16.0,12.0,15.0,0.0
Elton Yeboah,BEL,"MF,DF",Mechelen,19,2,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Daisuke Yokota,JPN,MF,Gent,24,3,3,231,2.6,1,0,1,1,0,0,1,0,0.39,0.0,0.39,0.39,0.39,2.5,1.0,1.0,100.0,0.39,0.39,1.0,1.0,0.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0
Rhys Youlley,AUS,"FW,MF",Westerlo,19,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Kadan Young,ENG,FW,Antwerp,18,3,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,3.0,1.0,33.3,2.7,0.9,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0
Griffin Yow,USA,FW,Westerlo,21,24,17,1529,17.0,4,3,7,2,2,2,2,0,0.24,0.18,0.41,0.12,0.29,4.0,71.0,28.0,39.4,2.94,1.16,0.07,0.18,0.0,24.0,23.0,5.0,70.0,9.0,39.0,0.0
Alhassan Yusuf,NGA,"MF,DF",Antwerp,24,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kahveh Zahiroleslam,USA,FW,Sint-Truiden,22,17,13,1072,11.9,3,2,5,3,0,0,1,0,0.25,0.17,0.42,0.25,0.42,0.8,33.0,13.0,39.4,2.7,1.06,0.09,0.23,0.0,16.0,25.0,4.0,6.0,2.0,7.0,0.0
Lequincio Zeefuik,NED,FW,OH Leuven,19,9,6,467,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.85,15.0,3.0,20.0,1.85,0.37,0.0,0.0,0.0,24.0,14.0,2.0,3.0,0.0,7.0,0.0
Andi Zeqiri,SUI,FW,Standard Liège,25,25,23,1765,19.6,9,2,11,4,5,5,0,0,0.4591836734693877,0.1020408163265306,0.5612244897959183,0.2040816326530612,0.3061224489795918,4.0,65.0,22.0,33.85,3.28,1.11,0.14,0.41,0.0,34.0,12.0,21.0,5.0,3.0,6.0,0.0
Adem Zorgane,ALG,MF,Charleroi,24,30,30,2693,29.9,1,4,5,1,0,0,3,0,0.03,0.13,0.17,0.03,0.17,6.0,33.0,11.0,33.3,0.85,0.28,0.03,0.09,0.0,36.0,8.0,0.0,219.0,38.0,61.0,0.0
Viktor Djukanovic,MNE,"DF,MF",Standard Liège,20,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
